H(A/m),B(T)
1.06561e+003,1.505394e+000
1.01662e+003,1.50544e+000
9.766677e+002,1.502822e+000
9.391534e+002,1.499835e+000
9.026468e+002,1.496619e+000
8.679607e+002,1.493679e+000
8.341523e+002,1.490693e+000
8.020343e+002,1.487614e+000
7.710541e+002,1.484536e+000
7.418944e+002,1.481412e+000
7.137424e+002,1.478426e+000
6.863706e+002,1.475347e+000
6.603966e+002,1.472269e+000
6.35723e+002,1.469191e+000
6.118296e+002,1.466113e+000
5.880662e+002,1.463035e+000
5.674886e+002,1.459956e+000
5.469435e+002,1.456832e+000
5.27146e+002,1.453708e+000
5.083889e+002,1.450676e+000
4.898918e+002,1.447598e+000
4.722724e+002,1.444427e+000
4.559533e+002,1.441395e+000
4.402845e+002,1.438271e+000
4.246156e+002,1.435193e+000
4.107346e+002,1.432115e+000
3.963335e+002,1.42899e+000
3.832328e+002,1.425866e+000
3.702295e+002,1.422788e+000
3.588192e+002,1.419664e+000
3.463361e+002,1.41654e+000
3.350233e+002,1.413462e+000
3.238405e+002,1.410292e+000
3.135355e+002,1.407213e+000
3.018651e+002,1.404135e+000
2.925027e+002,1.401011e+000
2.83368e+002,1.397887e+000
2.746233e+002,1.394763e+000
2.657811e+002,1.391638e+000
2.576866e+002,1.38856e+000
2.49332e+002,1.38539e+000
2.415951e+002,1.382312e+000
2.336306e+002,1.379142e+000
2.272265e+002,1.376064e+000
2.19002e+002,1.372985e+000
2.125329e+002,1.369815e+000
2.056412e+002,1.366737e+000
1.992046e+002,1.363567e+000
1.916302e+002,1.360535e+000
1.873716e+002,1.357319e+000
1.81065e+002,1.354241e+000
1.754411e+002,1.35107e+000
1.695247e+002,1.347992e+000
1.645184e+002,1.344822e+000
1.58732e+002,1.341744e+000
1.539533e+002,1.338574e+000
1.490771e+002,1.335496e+000
1.439408e+002,1.332325e+000
1.397148e+002,1.329247e+000
1.348061e+002,1.326077e+000
1.305475e+002,1.322999e+000
1.259964e+002,1.319875e+000
1.218353e+002,1.316751e+000
1.177393e+002,1.313627e+000
1.134808e+002,1.310502e+000
1.097748e+002,1.307378e+000
1.055163e+002,1.304208e+000
1.02298e+002,1.30113e+000
9.849453e+001,1.29796e+000
9.459356e+001,1.294882e+000
9.124523e+001,1.291711e+000
8.779937e+001,1.288633e+000
8.47111e+001,1.285463e+000
8.136277e+001,1.282385e+000
7.814447e+001,1.279123e+000
7.450357e+001,1.276137e+000
7.183791e+001,1.273058e+000
6.887967e+001,1.269888e+000
6.57914e+001,1.26681e+000
6.273564e+001,1.26364e+000
6.003747e+001,1.260562e+000
5.746934e+001,1.257392e+000
5.425104e+001,1.254314e+000
5.174791e+001,1.251143e+000
4.911476e+001,1.248065e+000
4.628656e+001,1.244895e+000
4.420604e+001,1.241863e+000
4.141035e+001,1.238739e+000
3.91998e+001,1.235615e+000
3.676169e+001,1.23249e+000
3.458365e+001,1.229366e+000
3.201551e+001,1.226242e+000
3.022757e+001,1.223164e+000
2.75294e+001,1.22004e+000
2.567644e+001,1.216916e+000
2.336836e+001,1.213837e+000
2.161293e+001,1.210667e+000
1.917482e+001,1.207635e+000
1.74844e+001,1.204511e+000
1.517633e+001,1.201433e+000
1.335587e+001,1.198263e+000
1.153542e+001,1.19523e+000
9.779986e+000,1.192106e+000
7.731977e+000,1.189028e+000
6.171589e+000,1.18595e+000
3.993548e+000,1.18278e+000
2.725733e+000,1.179609e+000
1.035313e+000,1.176623e+000
-5.900908e-001,1.173499e+000
-2.150479e+000,1.170375e+000
-3.678358e+000,1.167297e+000
-5.596335e+000,1.164218e+000
-6.896658e+000,1.161094e+000
-8.684602e+000,1.158016e+000
-9.724861e+000,1.154892e+000
-1.161033e+001,1.151814e+000
-1.281313e+001,1.14869e+000
-1.434101e+001,1.145611e+000
-1.564133e+001,1.142487e+000
-1.79494e+001,1.139363e+000
-1.87296e+001,1.136331e+000
-1.986738e+001,1.133207e+000
-2.103767e+001,1.130128e+000
-2.269558e+001,1.12705e+000
-2.360581e+001,1.123926e+000
-2.513369e+001,1.120802e+000
-2.614144e+001,1.117724e+000
-2.744176e+001,1.114645e+000
-2.861205e+001,1.111521e+000
-3.00099e+001,1.108443e+000
-3.079009e+001,1.105319e+000
-3.235048e+001,1.102241e+000
-3.296814e+001,1.099162e+000
-3.36183e+001,1.096084e+000
-3.465856e+001,1.092914e+000
-3.64465e+001,1.089882e+000
-3.722669e+001,1.086758e+000
-3.862454e+001,1.08368e+000
-3.92747e+001,1.080509e+000
-4.057503e+001,1.077477e+000
-4.132271e+001,1.074353e+000
-4.2493e+001,1.071275e+000
-4.32732e+001,1.068151e+000
-4.415091e+001,1.065027e+000
-4.506114e+001,1.061902e+000
-4.61014e+001,1.05887e+000
-4.697912e+001,1.055746e+000
-4.775931e+001,1.052668e+000
-4.85395e+001,1.04959e+000
-4.941722e+001,1.046465e+000
-5.019742e+001,1.043387e+000
-5.123768e+001,1.040263e+000
-5.237546e+001,1.037185e+000
-5.289559e+001,1.034015e+000
-5.325318e+001,1.030936e+000
-5.419591e+001,1.027858e+000
-5.481356e+001,1.024734e+000
-5.546373e+001,1.02161e+000
-5.637395e+001,1.018578e+000
-5.712164e+001,1.015454e+000
-5.747923e+001,1.012375e+000
-5.842196e+001,1.009297e+000
-5.907212e+001,1.006219e+000
-5.959225e+001,1.003049e+000
-6.033994e+001,9.999706e-001
-6.086007e+001,9.967546e-001
-6.151023e+001,9.938142e-001
-6.190032e+001,9.90736e-001
-6.255049e+001,9.876118e-001
-6.316814e+001,9.845336e-001
-6.407837e+001,9.813635e-001
-6.424091e+001,9.783312e-001
-6.446846e+001,9.75253e-001
-6.547621e+001,9.721289e-001
-6.638644e+001,9.690507e-001
-6.658149e+001,9.659265e-001
-6.74267e+001,9.628483e-001
-6.745921e+001,9.597701e-001
-6.804435e+001,9.566459e-001
-6.882455e+001,9.535677e-001
-6.869451e+001,9.504895e-001
-6.960474e+001,9.474113e-001
-7.038493e+001,9.441953e-001
-7.077503e+001,9.412089e-001
-7.139268e+001,9.379469e-001
-7.210786e+001,9.350525e-001
-7.279053e+001,9.319743e-001
-7.269301e+001,9.288501e-001
-7.34732e+001,9.257719e-001
-7.396082e+001,9.226937e-001
-7.409085e+001,9.196155e-001
-7.448095e+001,9.165373e-001
-7.552121e+001,9.134591e-001
-7.500108e+001,9.103809e-001
-7.604134e+001,9.073027e-001
-7.604134e+001,9.042245e-001
-7.704909e+001,9.011462e-001
-7.704909e+001,8.98068e-001
-7.782928e+001,8.949898e-001
-7.873951e+001,8.918197e-001
-7.873951e+001,8.888334e-001
-7.873951e+001,8.855255e-001
-7.935716e+001,8.82631e-001
-7.974726e+001,8.793691e-001
-8.013736e+001,8.764746e-001
-8.095006e+001,8.733964e-001
-8.091755e+001,8.703182e-001
-8.156771e+001,8.6724e-001
-8.218537e+001,8.641618e-001
-8.218537e+001,8.610836e-001
-8.254295e+001,8.580054e-001
-8.296556e+001,8.549271e-001
-8.348569e+001,8.518489e-001
-8.296556e+001,8.487248e-001
-8.413585e+001,8.456466e-001
-8.449344e+001,8.425684e-001
-8.520862e+001,8.393983e-001
-8.51436e+001,8.364119e-001
-8.605383e+001,8.331499e-001
-8.605383e+001,8.302555e-001
-8.621637e+001,8.271773e-001
-8.644392e+001,8.240991e-001
-8.719161e+001,8.210209e-001
-8.719161e+001,8.179427e-001
-8.784177e+001,8.148185e-001
-8.79718e+001,8.117862e-001
-8.8752e+001,8.085702e-001
-8.8752e+001,8.056298e-001
-8.940216e+001,8.025516e-001
-8.940216e+001,7.994275e-001
-8.982476e+001,7.963492e-001
-9.014984e+001,7.93271e-001
-9.171023e+001,7.901928e-001
-9.040991e+001,7.870227e-001
-9.141766e+001,7.839905e-001
-9.141766e+001,7.809123e-001
-9.184026e+001,7.77834e-001
-9.223036e+001,7.747558e-001
-9.262046e+001,7.716776e-001
-9.271798e+001,7.685994e-001
-9.310808e+001,7.654753e-001
-9.375824e+001,7.62397e-001
-9.408332e+001,7.593188e-001
-9.388827e+001,7.561487e-001
-9.453843e+001,7.532084e-001
-9.453843e+001,7.501301e-001
-9.453843e+001,7.470519e-001
-9.499355e+001,7.439278e-001
-9.580625e+001,7.408496e-001
-9.580625e+001,7.377714e-001
-9.632638e+001,7.346472e-001
-9.671648e+001,7.31523e-001
-9.72366e+001,7.283529e-001
-9.697654e+001,7.252747e-001
-9.736664e+001,7.223803e-001
-9.736664e+001,7.193021e-001
-9.788677e+001,7.162239e-001
-9.824436e+001,7.131457e-001
-9.837439e+001,7.100675e-001
-9.863445e+001,7.069892e-001
-9.889452e+001,7.03911e-001
-9.889452e+001,7.008328e-001
-9.967471e+001,6.977546e-001
-9.967471e+001,6.946764e-001
-9.967471e+001,6.915982e-001
-1.001948e+002,6.8852e-001
-1.004549e+002,6.853958e-001
-1.00715e+002,6.824095e-001
-1.00715e+002,6.793313e-001
-1.012351e+002,6.762531e-001
-1.012026e+002,6.731749e-001
-1.017227e+002,6.701426e-001
-1.017227e+002,6.670644e-001
-1.022754e+002,6.639402e-001
-1.026329e+002,6.608161e-001
-1.02763e+002,6.57646e-001
-1.02763e+002,6.547975e-001
-1.031531e+002,6.517193e-001
-1.032831e+002,6.486411e-001
-1.035432e+002,6.456088e-001
-1.037707e+002,6.424387e-001
-1.041608e+002,6.394524e-001
-1.041608e+002,6.364201e-001
-1.044209e+002,6.333419e-001
-1.042909e+002,6.302637e-001
-1.045509e+002,6.272314e-001
-1.052011e+002,6.241073e-001
-1.054611e+002,6.211209e-001
-1.055912e+002,6.180427e-001
-1.058512e+002,6.149645e-001
-1.064689e+002,6.119323e-001
-1.063714e+002,6.08854e-001
-1.064689e+002,6.057758e-001
-1.06859e+002,6.026517e-001
-1.069565e+002,5.995275e-001
-1.074766e+002,5.965871e-001
-1.074766e+002,5.935549e-001
-1.078993e+002,5.904767e-001
-1.077692e+002,5.873985e-001
-1.081593e+002,5.843202e-001
-1.081593e+002,5.811501e-001
-1.086794e+002,5.780719e-001
-1.086794e+002,5.749937e-001
-1.091671e+002,5.720993e-001
-1.091671e+002,5.69067e-001
-1.094271e+002,5.659888e-001
-1.092971e+002,5.629106e-001
-1.098172e+002,5.598783e-001
-1.098172e+002,5.568001e-001
-1.101098e+002,5.537679e-001
-1.103374e+002,5.506896e-001
-1.108575e+002,5.476114e-001
-1.105974e+002,5.444873e-001
-1.109875e+002,5.41455e-001
-1.107275e+002,5.384227e-001
-1.113776e+002,5.353445e-001
-1.115077e+002,5.322663e-001
-1.119953e+002,5.291881e-001
-1.117677e+002,5.261558e-001
-1.119953e+002,5.230317e-001
-1.119953e+002,5.199075e-001
-1.123854e+002,5.167374e-001
-1.123854e+002,5.13843e-001
-1.127104e+002,5.107648e-001
-1.129055e+002,5.077325e-001
-1.132956e+002,5.046543e-001
-1.127104e+002,5.015302e-001
-1.135557e+002,4.984979e-001
-1.137182e+002,4.954197e-001
-1.139458e+002,4.923874e-001
-1.137182e+002,4.893092e-001
-1.140758e+002,4.86231e-001
-1.140758e+002,4.831987e-001
-1.145634e+002,4.801205e-001
-1.144659e+002,4.770423e-001
-1.150835e+002,4.7401e-001
-1.152136e+002,4.709318e-001
-1.156037e+002,4.678536e-001
-1.149535e+002,4.647754e-001
-1.153436e+002,4.617431e-001
-1.150835e+002,4.586649e-001
-1.156037e+002,4.555867e-001
-1.153761e+002,4.525085e-001
-1.161238e+002,4.494303e-001
-1.157337e+002,4.463521e-001
-1.159938e+002,4.432739e-001
-1.161238e+002,4.401497e-001
-1.166439e+002,4.371634e-001
-1.161238e+002,4.340852e-001
-1.166439e+002,4.30961e-001
-1.165139e+002,4.278369e-001
-1.166439e+002,4.249424e-001
-1.16774e+002,4.218642e-001
-1.171641e+002,4.18786e-001
-1.17034e+002,4.157078e-001
-1.171641e+002,4.126755e-001
-1.175216e+002,4.095973e-001
-1.173591e+002,4.065651e-001
-1.173591e+002,4.034868e-001
-1.177817e+002,4.004546e-001
-1.179117e+002,3.973764e-001
-1.179117e+002,3.943441e-001
-1.181718e+002,3.912659e-001
-1.181718e+002,3.882336e-001
-1.181718e+002,3.852014e-001
-1.181718e+002,3.821231e-001
-1.181718e+002,3.790909e-001
-1.186919e+002,3.759667e-001
-1.181718e+002,3.729804e-001
-1.189195e+002,3.699481e-001
-1.194721e+002,3.66778e-001
-1.186919e+002,3.638376e-001
-1.18822e+002,3.608054e-001
-1.186919e+002,3.577272e-001
-1.189845e+002,3.546949e-001
-1.192121e+002,3.516167e-001
-1.192121e+002,3.485844e-001
-1.193421e+002,3.455062e-001
-1.199598e+002,3.42428e-001
-1.197322e+002,3.393038e-001
-1.198622e+002,3.363635e-001
-1.197322e+002,3.332853e-001
-1.199598e+002,3.301152e-001
-1.196022e+002,3.272207e-001
-1.197322e+002,3.241425e-001
-1.199598e+002,3.211102e-001
-1.199923e+002,3.18032e-001
-1.202198e+002,3.149998e-001
-1.202198e+002,3.119216e-001
-1.2113e+002,3.088893e-001
-1.206099e+002,3.05857e-001
-1.207074e+002,3.027788e-001
-1.215201e+002,2.997465e-001
-1.2113e+002,2.966224e-001
-1.212601e+002,2.936361e-001
-1.212601e+002,2.905579e-001
-1.212601e+002,2.874337e-001
-1.206099e+002,2.844933e-001
-1.21e+002,2.814611e-001
-1.212601e+002,2.783828e-001
-1.215852e+002,2.753046e-001
-1.217802e+002,2.722264e-001
-1.23048e+002,2.691942e-001
-1.225604e+002,2.661159e-001
-1.223003e+002,2.630377e-001
-1.220403e+002,2.599595e-001
-1.221703e+002,2.569273e-001
-1.223003e+002,2.53895e-001
-1.22788e+002,2.507708e-001
-1.224304e+002,2.476926e-001
-1.22788e+002,2.447063e-001
-1.23048e+002,2.41674e-001
-1.23048e+002,2.385958e-001
-1.23048e+002,2.355176e-001
-1.231781e+002,2.324853e-001
-1.231781e+002,2.294071e-001
-1.233081e+002,2.263749e-001
-1.22918e+002,2.232966e-001
-1.236007e+002,2.202644e-001
-1.234381e+002,2.171862e-001
-1.238282e+002,2.141539e-001
-1.235681e+002,2.110297e-001
-1.240883e+002,2.079975e-001
-1.239582e+002,2.049652e-001
-1.242183e+002,2.019329e-001
-1.244784e+002,1.988547e-001
-1.242183e+002,1.958225e-001
-1.242508e+002,1.927443e-001
-1.247384e+002,1.89712e-001
-1.244784e+002,1.866797e-001
-1.238282e+002,1.835096e-001
-1.248685e+002,1.805233e-001
-1.248685e+002,1.77491e-001
-1.247384e+002,1.744588e-001
-1.25161e+002,1.713346e-001
-1.255186e+002,1.683483e-001
-1.262013e+002,1.65316e-001
-1.253886e+002,1.621919e-001
-1.256162e+002,1.591596e-001
-1.256162e+002,1.561273e-001
-1.257462e+002,1.530491e-001
-1.258762e+002,1.500169e-001
-1.257462e+002,1.469846e-001
-1.261363e+002,1.439523e-001
-1.263964e+002,1.408282e-001
-1.263964e+002,1.378418e-001
-1.262013e+002,1.348096e-001
-1.263964e+002,1.317773e-001
-1.266564e+002,1.28745e-001
-1.276967e+002,1.257128e-001
-1.263964e+002,1.225886e-001
-1.269165e+002,1.196023e-001
-1.271765e+002,1.1657e-001
-1.272416e+002,1.135378e-001
-1.274366e+002,1.105055e-001
-1.272416e+002,1.074732e-001
-1.276967e+002,1.04395e-001
-1.274366e+002,1.013627e-001
-1.282168e+002,9.823859e-002
-1.277942e+002,9.529821e-002
-1.278592e+002,9.226594e-002
-1.280543e+002,8.914179e-002
-1.282168e+002,8.620141e-002
-1.282168e+002,8.316914e-002
-1.282818e+002,8.009093e-002
-1.287044e+002,7.71046e-002
-1.284119e+002,7.402639e-002
-1.284119e+002,7.099413e-002
-1.282818e+002,6.791592e-002
-1.288019e+002,6.492959e-002
-1.28932e+002,6.189732e-002
-1.292246e+002,5.886506e-002
-1.292246e+002,5.583279e-002
-1.293546e+002,5.270863e-002
-1.294846e+002,4.972231e-002
-1.297122e+002,4.66441e-002
-1.294846e+002,4.365778e-002
-1.300047e+002,4.067145e-002
-1.300047e+002,3.763918e-002
-1.302648e+002,3.460692e-002
-1.303623e+002,3.157465e-002
-1.305249e+002,2.854238e-002
-1.305249e+002,2.541823e-002
-1.308825e+002,2.247785e-002
-1.305249e+002,1.944558e-002
-1.310125e+002,1.636737e-002
-1.308825e+002,1.338105e-002
-1.311425e+002,1.034878e-002
-1.310125e+002,7.270567e-003
-1.315326e+002,4.2383e-003
-1.315326e+002,1.114145e-003
-1.315326e+002,-1.780292e-003
-1.317927e+002,-4.812559e-003
-1.320202e+002,-7.844827e-003
-1.320202e+002,-1.087709e-002
-1.320202e+002,-1.386342e-002
-1.320202e+002,-1.698757e-002
-1.324429e+002,-1.992795e-002
-1.325404e+002,-2.305211e-002
-1.328329e+002,-2.608437e-002
-1.328329e+002,-2.911664e-002
-1.328329e+002,-3.219485e-002
-1.32963e+002,-3.522712e-002
-1.334831e+002,-3.825939e-002
-1.333206e+002,-4.124571e-002
-1.337432e+002,-4.432392e-002
-1.336131e+002,-4.735619e-002
-1.341008e+002,-5.038846e-002
-1.337432e+002,-5.342072e-002
-1.339707e+002,-5.640705e-002
-1.338407e+002,-5.948526e-002
-1.343283e+002,-6.251753e-002
-1.343283e+002,-6.554979e-002
-1.346209e+002,-6.849018e-002
-1.343283e+002,-7.161433e-002
-1.346209e+002,-7.469254e-002
-1.34881e+002,-7.772481e-002
-1.352711e+002,-8.061924e-002
-1.35141e+002,-8.378934e-002
-1.354986e+002,-8.682161e-002
-1.353686e+002,-8.985388e-002
-1.359212e+002,-9.279426e-002
-1.353686e+002,-9.587247e-002
-1.360512e+002,-9.895068e-002
-1.359212e+002,-1.01937e-001
-1.360512e+002,-1.050152e-001
-1.360512e+002,-1.080475e-001
-1.363113e+002,-1.110338e-001
-1.364413e+002,-1.14112e-001
-1.37189e+002,-1.170983e-001
-1.364413e+002,-1.201306e-001
-1.366364e+002,-1.231629e-001
-1.367989e+002,-1.261492e-001
-1.37189e+002,-1.291355e-001
-1.361813e+002,-1.321678e-001
-1.36929e+002,-1.35246e-001
-1.373191e+002,-1.381864e-001
-1.378392e+002,-1.412646e-001
-1.377092e+002,-1.442969e-001
-1.380993e+002,-1.472832e-001
-1.382293e+002,-1.502695e-001
-1.384568e+002,-1.533477e-001
-1.382293e+002,-1.5638e-001
-1.385869e+002,-1.594123e-001
-1.384568e+002,-1.623986e-001
-1.390095e+002,-1.654768e-001
-1.390095e+002,-1.684631e-001
-1.39237e+002,-1.714954e-001
-1.393671e+002,-1.745276e-001
-1.397572e+002,-1.77468e-001
-1.393671e+002,-1.805003e-001
-1.400172e+002,-1.834866e-001
-1.397572e+002,-1.865189e-001
-1.406674e+002,-1.895971e-001
-1.406674e+002,-1.925834e-001
-1.404073e+002,-1.956157e-001
-1.402773e+002,-1.98648e-001
-1.406674e+002,-2.016802e-001
-1.407649e+002,-2.046665e-001
-1.411875e+002,-2.076988e-001
-1.410575e+002,-2.107311e-001
-1.413176e+002,-2.137174e-001
-1.418377e+002,-2.167497e-001
-1.420652e+002,-2.197819e-001
-1.418377e+002,-2.227683e-001
-1.420652e+002,-2.258005e-001
-1.421953e+002,-2.287869e-001
-1.418377e+002,-2.318191e-001
-1.419677e+002,-2.348514e-001
-1.427154e+002,-2.378377e-001
-1.427154e+002,-2.4087e-001
-1.432355e+002,-2.438563e-001
-1.428454e+002,-2.468886e-001
-1.433656e+002,-2.499208e-001
-1.434956e+002,-2.529531e-001
-1.437232e+002,-2.559854e-001
-1.438532e+002,-2.590176e-001
-1.438532e+002,-2.620499e-001
-1.444058e+002,-2.650822e-001
-1.441458e+002,-2.680685e-001
-1.445359e+002,-2.711008e-001
-1.441458e+002,-2.74133e-001
-1.445359e+002,-2.771653e-001
-1.448934e+002,-2.800597e-001
-1.451535e+002,-2.832298e-001
-1.452835e+002,-2.861243e-001
-1.467139e+002,-2.892484e-001
-1.460312e+002,-2.922807e-001
-1.461938e+002,-2.95267e-001
-1.460312e+002,-2.983452e-001
-1.464538e+002,-3.012856e-001
-1.464538e+002,-3.043638e-001
-1.46974e+002,-3.073961e-001
-1.46974e+002,-3.104284e-001
-1.46974e+002,-3.134606e-001
-1.473641e+002,-3.164929e-001
-1.475916e+002,-3.194792e-001
-1.474616e+002,-3.225115e-001
-1.477216e+002,-3.255438e-001
-1.479817e+002,-3.285301e-001
-1.479817e+002,-3.314705e-001
-1.479817e+002,-3.345487e-001
-1.485018e+002,-3.376269e-001
-1.487619e+002,-3.405673e-001
-1.488594e+002,-3.436914e-001
-1.489895e+002,-3.465859e-001
-1.49282e+002,-3.4971e-001
-1.494121e+002,-3.527423e-001
-1.499322e+002,-3.557745e-001
-1.499322e+002,-3.588068e-001
-1.501598e+002,-3.617931e-001
-1.501598e+002,-3.648254e-001
-1.505499e+002,-3.678117e-001
-1.502898e+002,-3.708899e-001
-1.500622e+002,-3.738303e-001
-1.506799e+002,-3.769085e-001
-1.512e+002,-3.799408e-001
-1.5107e+002,-3.829271e-001
-1.518502e+002,-3.859594e-001
-1.53118e+002,-3.889457e-001
-1.518502e+002,-3.91978e-001
-1.521102e+002,-3.950102e-001
-1.523703e+002,-3.979966e-001
-1.525003e+002,-4.009829e-001
-1.527604e+002,-4.040152e-001
-1.528904e+002,-4.070015e-001
-1.53118e+002,-4.100338e-001
-1.53118e+002,-4.130201e-001
-1.537682e+002,-4.160064e-001
-1.536381e+002,-4.189468e-001
-1.541257e+002,-4.22025e-001
-1.541257e+002,-4.249194e-001
-1.542558e+002,-4.280436e-001
-1.546784e+002,-4.30938e-001
-1.541257e+002,-4.340622e-001
-1.550685e+002,-4.369566e-001
-1.551985e+002,-4.400808e-001
-1.551985e+002,-4.429752e-001
-1.559462e+002,-4.460994e-001
-1.556861e+002,-4.489938e-001
-1.562063e+002,-4.521179e-001
-1.563363e+002,-4.550583e-001
-1.567264e+002,-4.580906e-001
-1.564663e+002,-4.610769e-001
-1.57214e+002,-4.641092e-001
-1.57214e+002,-4.670955e-001
-1.577666e+002,-4.701278e-001
-1.565964e+002,-4.731141e-001
-1.581567e+002,-4.761464e-001
-1.580267e+002,-4.791327e-001
-1.587744e+002,-4.82119e-001
-1.585143e+002,-4.851513e-001
-1.59392e+002,-4.881376e-001
-1.592945e+002,-4.911239e-001
-1.598147e+002,-4.941103e-001
-1.596846e+002,-4.971425e-001
-1.600747e+002,-5.001288e-001
-1.603348e+002,-5.031152e-001
-1.607249e+002,-5.061015e-001
-1.607249e+002,-5.090878e-001
-1.61115e+002,-5.121201e-001
-1.61115e+002,-5.151524e-001
-1.617326e+002,-5.181387e-001
-1.616026e+002,-5.211709e-001
